chunk_id,parent_id,type,text,url,path,embedding_index
1f812091-c493-4009-a8c9-c0d269a669f3,451f40da-7a4e-4fd4-afef-8feeeaf467d5,content,"I could point out several other issues, but to keep it brief — grading should be fair and consistent. Every student deserves an equal opportunity, and if GA7 is being considered differently, everyone should have the chance to attempt or review it accordingly. @carlton
sir please look into this
-------------------

Author: Sonshre8585
Date: 2025-04-09T14:10:11. 431Z
Content:
@carlton
@Jivraj
@Saransh_Saini
Yes sir , we have completed all the previous ga but not able to do week 7  , we feel that the bonus should be given to all on the basis of ga and not only on week 7. Or it should have been informed earlier if such bonus was to be given. Please do consider our request. Thank you
-------------------

Author: 23f1000598
Date: 2025-04-09T14:23:26. 329Z
Content:
Exactly , They have to informed this earlier , that week 7 have peer marks too , and now bonus too
in the grading doc , they removed peer marks , so i thought it was removed , but its not
-------------------

Author: 23f2002121
Date: 2025-04-09T14:28:06. 628Z
Content:
@carlton
@Jivraj
@Saransh_Saini
@s. anand
The sudden introduction of bonus marks for GA7 in Tools in Data Science has left many students confused, as there was no prior intimation regarding this change. We had all planned our submissions based on the clearly communicated “best 4 out of 7” policy. This unexpected shift has raised concerns about transparency and fairness principles that should be central to academic assessment. Fairness is not a privilege to be selectively granted; it is a fundamental right for every student. We respectfully urge the course coordinators to offer clarification and ensure that all students are evaluated on an equal footing. We hope the final grading reflects both justice and academic integrity. -------------------

Author: Haricharan
Date: 2025-04-09T14:28:31. 250Z
Content:
@carlton
@Jivraj
@Saransh_Saini
@s. anand
Yes Sir, I also completed 6 GAs even tho it was written only best 4 out of 7 GAs would be considered for final grade, but couldn’t complete GA 7 due to pressure of other subjects, if it was written in the grading document I would have done it, hoping you would understand Sir, Please do consider our request. Thank you
-------------------

Author: Namannn28
Date: 2025-04-09T14:40:38. 325Z
Content:
@carlton
sir in the grading document it was mentioned best 4 out of 7 assignments but I did 6 GAs but skipped GA7 due to other assignments and projects but now we got to know that 5 bonus marks are given in ga 7 which seems unfair to all of us as mostly people who did GA7 are the one who were not able to complete previous GAs so giving bonus for the last day give them a edge
If it was announced before deadline of GA 7 it was okay and good for us to improve our grade but now it seems quite unfair so, please come with the best possible solution for this
Thanking you
waiting for your answer
-------------------.",https://discourse.onlinedegree.iitm.ac.in/t/bonus-marks-in-tds-for-jan-25/172246,forum/content/4,26
e13c485d-0d3e-48bd-9b3d-49cc5a551e67,3a136262-d49e-486e-9b30-ab775a2601ef,metadata,"Title: Repeat course
Tags: clarification, miscellaneous, course-selection, diploma-level, guidelines",https://discourse.onlinedegree.iitm.ac.in/t/repeat-course/171798,forum/metadata,27
c74f27ac-3fb1-48d8-87b6-3774d9264576,3a136262-d49e-486e-9b30-ab775a2601ef,content,"Author: Sagan
Date: 2025-04-05T06:12:14. 723Z
Content:
Even if I pass in end term TDS, Can I repeat the course in next term because I missed project1 and my CGPA will go down because of it?
This is my last term of diploma. So, can I take 1 diploma course and rest degree courses in next term?
-------------------

Author: lakshaygarg654
Date: 2025-04-05T06:15:08. 290Z
Content:
Yes, you can. More details given in student handbook. Search for repeat courses. 1000433920
1079×398 104 KB
-------------------

Author: carlton
Date: 2025-04-05T09:14:57. 220Z
Content:
TDS is the worst subject to repeat in order to improve CGPA. Its better to take a high credit, easy course to improve CGPA. We never recommend taking TDS for grade improvement. If you have passed it, its better to move on. -------------------

Author: 22f3000639
Date: 2025-04-15T18:16:37. 635Z
Content:
@carlton
Sir, It is my humble request to kindly give atleast 2 bonus marks like any other subject, if i will get 2 marks as bonus my grade will stay good otherwise it will fall badly. Sir plzzz it is my request. -------------------

Author: carlton
Date: 2025-04-18T04:03:39. 190Z
Content:
Just as matter of interest, even on campus IITM MTech students take foundation Python course from BS Program to artificially improve their on campus CGPA (they take it as an elective). So if the CGPA is that big a deal, do an easy 4 credit course and get an S. Dont repeat hard subjects, thats just a waste of time. -------------------

Author: carlton
Date: 2025-04-18T04:05:12. 216Z
Content:
This is not up to us. We make adjustments within assignments and projects and we have done that already. For course level bonuses, that is the discretion of operations. -------------------.",https://discourse.onlinedegree.iitm.ac.in/t/repeat-course/171798,forum/content/1,28
efdc0333-9392-40ea-a2b9-d1d1267c7ed4,184043d1-e9be-4215-a40b-5a6665d710aa,metadata,"Title: END TERM MOCK [TDS Jan 25]
Tags: term1-2025, end-term-exam, mock",https://discourse.onlinedegree.iitm.ac.in/t/end-term-mock-tds-jan-25/172333,forum/metadata,29
bd309768-0ad9-414f-801f-2bb26f39edb6,184043d1-e9be-4215-a40b-5a6665d710aa,content,"Author: carlton
Date: 2025-04-10T07:52:12. 871Z
Content:
Mock Exam: Tools in Data Science
The end term and the mock has been created using the TDS GPT Assistant. Since the GPT has ALL the GAs, Course Content Modules, Live Session Transcriptions (its works like RAG), it is really able to help you prepare for the end term. Use it!
Therefore you can also create your own mocks. ChatGPT
ChatGPT - IITM TDS Teaching Assistant
TA for IIT Madras' Data Science course, guiding students with questions. Below are variant questions across various topics relevant to the course. These questions have been curated from the topics areas we are focussing on. Therefore it will be very similar in content to the end term. What it does not contain: Scenario based questions. These are complex to construct. We will address the topics for these questions in the live session. LLMs
Pandas
Git, Docker, Bash
Q1: HTTP Method Semantics
Which HTTP method is
not idempotent
, meaning repeated identical requests
may
result in different outcomes each time?
A. GET
B. PUT
C. POST
D. DELETE
Answer
: C. POST
Q2: IDE Features
Which feature is
least likely
to be found in a standard code editor or IDE?
A. Code formatting tools
B. Integrated terminal
C. Git integration
D. Cloud hosting of Docker containers
Answer
: D. Cloud hosting of Docker containers
Q3: Pandas Summary Methods
You have a DataFrame with a
region
column. To get a quick summary of how many entries are in each region, which method is most useful?
A. df. describe()
B. df[“region”]. value_counts()
C. df. count()
D. df. groupby(“region”). sum()
Answer
: B. df[“region”]. value_counts()
Q4: Python Exception Scope
You want to safely open a file, handle any errors, and ensure the file is always closed in Python. Which pattern should you use?
A. try: open(. . . )
then
finally: close()
B. open()
and then
except
C. open()
and then
raise
D. Use
with open(. . . ) as f:
block
Answer
: D. Use
with open(. . . ) as f:
block
Q5: Chrome DevTools - Debugging
A frontend developer wants to trace JavaScript function calls step-by-step. Which
Chrome DevTools
panel should they use?
A. Console
B. Application
C. Sources
D. Elements
Answer
: C. Sources
Q6: Data Cleaning Tools
You are cleaning survey responses and want to automatically match similar text entries like “NYC”, “New York City”, and “newyorkcity”. Which approach/tool would be most effective?
A. TRIM()
in Excel
B. Manual Find and Replace
C. Fuzzy matching or clustering in OpenRefine
D. COUNTIF()
Answer
: C. Fuzzy matching or clustering in OpenRefine
Q7: Geospatial Libraries
Which pair of Python libraries is best suited for
geospatial analysis
and
rendering static maps
?
A. pandas and seaborn
B. geopandas and matplotlib
C. folium and flask
D. sklearn and dash
Answer
: B. geopandas and matplotlib
Q8: Statistical Significance
A psychologist tests if a training program changes memory performance and finds a p-value of
0. 08. What can be concluded at the 0. 05 significance level?
A. The result is highly significant
B.",https://discourse.onlinedegree.iitm.ac.in/t/end-term-mock-tds-jan-25/172333,forum/content/1,30
f34215b9-925b-445c-9b31-efcae0d0982d,184043d1-e9be-4215-a40b-5a6665d710aa,content,"The null hypothesis must be rejected
C. There is insufficient evidence to reject the null hypothesis
D. The program is proven to work
Answer
: C. There is insufficient evidence to reject the null hypothesis
Q9: Purpose of Kumu
What is a key use case for a tool like
Kumu
?
A. Animating time series
B. Designing deep learning models
C. Visualizing stakeholder networks and system relationships
D. Performing statistical analysis
Answer
: C. Visualizing stakeholder networks and system relationships
Q10: DevTools Performance Diagnostics
To diagnose a slow webpage, you want to
analyze scripts, rendering times, and long tasks. Which DevTools panel provides a timeline-based view?
A. Elements
B. Performance
C. Network
D. Lighthouse
Answer
: B. Performance
Q11: Git Configuration
Which of the following files helps configure a Git project’s name, email, and default branch?
A. . gitignore
B. . gitattributes
C. . git/config
D. README. md
Answer
: C. . git/config
Q13: Safe HTTP Method
Which HTTP method is considered
safe
, meaning it is only used for retrieval and
must not change
server state?
A. GET
B. DELETE
C. PATCH
D. POST
Answer
: A. GET
Q14: Deduplicating Text Entries
A dataset has entries like “IBM”, “I. B. M. ”, and “International Business Machines”. What is the best tool to cluster these for cleaning?
A. Excel TRIM
B. OpenRefine using key collision or fingerprinting
C. pandas merge()
D. CONCATENATE()
Answer
: B. OpenRefine using key collision or fingerprinting
Q15: Geospatial + Interactive Mapping
A conservation biologist wants to visualize real-time animal tracking data on an interactive map. Which libraries would be best?
A. geopandas and plotly
B. folium and pandas
C. seaborn and shapely
D. rasterio and altair
Answer
: B. folium and pandas
Q16: Pandas - Filtering Unique Entries
You have a DataFrame of customer orders and want to list only those customers who ordered
once. Which Pandas method chain is most suitable?
A. df. groupby(“customer”). sum()
B. df[“customer”]. value_counts() == 1
C. df. drop_duplicates()
D. df[“customer”]. nunique()
Answer
: B. df[“customer”]. value_counts() == 1
Q17: Purpose of Kumu in System Design
How does Kumu help in system design or stakeholder mapping?
A. Organizing spreadsheets
B. Identifying leverage points in complex systems through visual maps
C. Rendering line graphs
D. Sending notifications
Answer
: B. Identifying leverage points in complex systems through visual maps
Q18: Python Exception - Multiple Handlers
Which structure allows Python to handle different types of exceptions separately?
A. try
…
finally
B. if
…
else
C. Multiple
except
blocks
D. Nested
try
blocks
Answer
: C. Multiple
except
blocks
Q19: Understanding Statistical Power
If a study has
low statistical power
, what is most likely to occur?
A. False positive (Type I error)
B. False negative (Type II error)
C. Confounding
D. Multicollinearity
Answer
: B. False negative (Type II error)
Q20: Git Basics - Staging Area
Which Git command moves modified files to the
staging area
?
A. git push
B. git add
C. git fetch
D. git init
Answer
: B.",https://discourse.onlinedegree.iitm.ac.in/t/end-term-mock-tds-jan-25/172333,forum/content/2,31
c615e1f6-d615-4e61-807d-0b2356e957a7,184043d1-e9be-4215-a40b-5a6665d710aa,content,"git add
Q21: Chrome DevTools - Local Storage
Where can you inspect
local storage
items (e. g. tokens, preferences) in Chrome DevTools?
A. Console
B. Application > Local Storage
C. Elements
D. Sources
Answer
: B. Application > Local Storage
Q22: Chrome DevTools - JS Performance
Which DevTools feature helps measure execution time of scripts and CPU usage?
A. Console
B. Network
C. Performance
D. Application
Answer
: C. Performance
Q23: Excel Data Import - Scientific Notation Issue
You import a CSV file where product IDs like
""1E10""
are being interpreted as scientific notation in Excel. What is the best way to preserve these IDs as text?
A. Format the column as General
B. Use
=TEXT(A1, ""0"")
after import
C. Set column format to Text during import or Text-to-Columns
D. Change regional settings
Answer
: C. Set column format to Text during import or Text-to-Columns
Module: Everyday Tools
Q1: Spreadsheet Functions
You have a dataset in Excel where column A contains full names in the format “Last Name, First Name”. Which function can you use to extract the first name into a separate column?
A. =LEFT(A1, FIND("","", A1)-1)
B. =RIGHT(A1, LEN(A1) - FIND("","", A1))
C. =MID(A1, FIND("","", A1)+2, LEN(A1))
D. =SPLIT(A1, "","")
Answer
: C — The
MID
function extracts text from the middle of a string. By finding the position of the comma and adding 2 (to skip the comma and space), it extracts the first name. Option A extracts the last name, Option B results in an error due to incorrect syntax, and Option D is not a valid Excel function. Module: Data Sourcing
Q2: Web Scraping Ethics
When performing web scraping to collect data, which of the following practices is considered unethical?
A. Respecting the website’s
robots. txt
file. B. Sending requests at a rate that mimics human browsing behavior. C. Scraping data from a website that requires login without permission. D. Citing the source of the data collected. Answer
: C — Scraping data from a website that requires login without permission violates the site’s terms of service and user privacy. Options A, B, and D are ethical practices that respect the website’s policies and data ownership. Module: Data Preparation
Q3: Handling Missing Data
In a dataset, you notice that several entries in the “Age” column are missing. Which method is generally
not
appropriate for handling these missing values?
A. Replacing missing values with the mean age. B. Deleting rows with missing age values. C. Replacing missing values with a fixed age, such as 0. D. Leaving the missing values as they are without any action. Answer
: D — Leaving missing values unaddressed can lead to errors in analysis and modeling. Options A, B, and C are common strategies for handling missing data, depending on the context and the extent of the missingness. Module: Data Analysis
Q4: Statistical Measures
Which of the following statistical measures is
not
sensitive to extreme values (outliers) in a dataset?
A. Mean
B. Median
C. Standard Deviation
D.",https://discourse.onlinedegree.iitm.ac.in/t/end-term-mock-tds-jan-25/172333,forum/content/3,32
48ecacc1-13de-45af-90b1-2b94794dd6f2,184043d1-e9be-4215-a40b-5a6665d710aa,content,"Range
Answer
: B — The median represents the middle value of a dataset and is not affected by outliers. In contrast, the mean, standard deviation, and range can be significantly influenced by extreme values. Module: Large Language Models
Q5: Tokenization in NLP
In Natural Language Processing, what is the primary purpose of tokenization?
A. To translate text from one language to another. B. To split text into individual words or subwords. C. To encrypt text for secure communication. D. To summarize large texts into shorter versions. Answer
: B — Tokenization involves breaking down text into smaller components, such as words or subwords, which can then be processed by language models. This is a fundamental step in NLP tasks. Module: Geospatial and Network Analysis
Q6: Geographic Coordinate Systems
Which of the following coordinate systems is commonly used to represent locations on Earth’s surface?
A. Cartesian Coordinate System
B. Polar Coordinate System
C. Geographic Coordinate System (Latitude and Longitude)
D. Cylindrical Coordinate System
Answer
: C — The Geographic Coordinate System uses latitude and longitude to specify locations on Earth’s surface. This system is widely used in geospatial analysis. Module: Data Visualization
Q7: Effective Data Visualization
When creating a bar chart to compare the sales performance of different products, which practice should be avoided?
A. Ordering bars from highest to lowest value. B. Using different colors for each bar without a legend. C. Starting the y-axis at zero. D. Labeling each bar with its exact value. Answer
: B — Using different colors for each bar without a legend can confuse the audience, as they may assume the colors represent different categories. Consistency and clarity are key in effective data visualization. Module: Everyday Tools
Q8: VS Code Feature Use
You are editing a Python script in Visual Studio Code and want to quickly find and edit all occurrences of a variable name in the current file. What feature should you use?
A. Git integration
B. Debug panel
C. Multi-cursor editing
D. Terminal commands
Answer
: C — Multi-cursor editing allows you to place multiple cursors in a file and edit text in multiple locations at once. It is useful for refactoring variable names or repeated patterns. Module: Data Sourcing
Q9: Data API Identification
Which of the following data sources is most likely to provide structured data accessible via an API?
A. A scanned PDF document
B. A screenshot of a chart
C. The World Bank data portal
D. A newspaper article
Answer
: C — The World Bank data portal provides structured datasets accessible via APIs. The other options involve unstructured or image-based content not suitable for direct data access. Module: Data Preparation
Q10: Data Type Conversion in Excel
You imported a CSV file into Excel, and one of the columns containing numbers is treated as text. What is the easiest way to convert it into numeric format?
A. Use the CONCAT function
B. Format the column as Text
C. Use the VALUE() function
D.",https://discourse.onlinedegree.iitm.ac.in/t/end-term-mock-tds-jan-25/172333,forum/content/4,33
87133204-2b02-46c3-b2b5-f762e27d3d81,184043d1-e9be-4215-a40b-5a6665d710aa,content,"Use SUBSTITUTE()
Answer
: C — The VALUE function converts text that appears as numbers into actual numeric values. This is useful when data is imported with formatting issues. Module: Data Analysis
Q11: Outlier Detection
You are analyzing a dataset of employee salaries. Which visualization is best for quickly identifying outliers?
A. Line chart
B. Box plot
C. Histogram
D. Pie chart
Answer
: B — A box plot clearly shows the spread of data and highlights outliers as individual points beyond the whiskers. Module: Large Language Models
Q12: Prompt Engineering Strategy
To get consistent, structured responses from a language model when extracting key information, which approach is most effective?
A. Ask the model to “summarize” the text
B. Use open-ended questions
C. Use system messages and JSON schema formatting
D. Provide only one-word inputs
Answer
: C — System messages and structured output formats like JSON schemas guide the model to generate reliable and consistent structured responses. Module: Geospatial and Network Analysis
Q13: Network Centrality
In a social network graph of coworkers, which metric best identifies the person who connects the most groups together?
A. Degree centrality
B. Closeness centrality
C. Betweenness centrality
D. Eigenvector centrality
Answer
: C — Betweenness centrality measures how often a node appears on shortest paths between other nodes, highlighting connectors or “bridges” in the network. Module: Data Visualization
Q14: Choosing the Right Chart
You want to show how the composition of a marketing budget changes across three years. Which visualization is most appropriate?
A. Pie charts for each year
B. Scatter plots
C. Stacked bar chart
D. Line chart
Answer
: C — A stacked bar chart shows parts of a whole across different categories and time periods, making it easier to compare budget composition over years. -------------------

Author: carlton
Date: 2025-04-10T07:55:57. 345Z
Content:

-------------------

Author: 22f3002723
Date: 2025-04-11T05:30:28. 919Z
Content:
@carlton
@Jivraj
any link for last term’s end term question answer
-------------------

Author: 22f3001307
Date: 2025-04-11T08:45:48. 950Z
Content:
quizpractice. space
Practise End Term Quiz Question Papers
Practice with IITM's online BS degree question papers and quizzes to improve your preparation. -------------------

Author: 23f2003751
Date: 2025-04-11T19:56:15. 807Z
Content:
So here is more questions in the form of a little quiz (shared by someone in the group,DM for Credit
)
gkmfrombs. github. io
Quiz from PDF
That has 350 questions if you don’t want to go through all of them(it’s pretty time consuming)
in that case just do this PDF. (This pdf contains all the questions that is a bit conceptual i would say and some questions which i failed to do
)
accounts. google. com
Google Drive: Sign-in
Access Google Drive with a Google account (for personal use) or Google Workspace account (for business use). (If you know context to the pdf’s name,we are friends
)
Thank you,
Kindeeesstt Regards,(hopefully the last post on discourse for TDS),
Tushar Jalan
-------------------

Author: 22f3002248
Date: 2025-04-12T00:18:31. 370Z
Content:
Thank you for your efforts
Thanks
Edit: Opened in incognito and it worked. -------------------

Author: 24ds3000061
Date: 2025-04-12T11:48:23.",https://discourse.onlinedegree.iitm.ac.in/t/end-term-mock-tds-jan-25/172333,forum/content/5,34
4ec339c1-e0d4-429a-a246-8bcea46a26ee,184043d1-e9be-4215-a40b-5a6665d710aa,content,"569Z
Content:
Hi
@carlton
please upload the recording of Thursday’s TDS session on the YouTube playlist
-------------------

Author: Venkatesh_2k01
Date: 2025-04-12T12:00:50. 407Z
Content:
@carlton
sir i have done the 350 questions. i am able to answer 80% of the questions on my own, correctly. will end term also be similar to these questions? are pyqs any helpful ?
-------------------

Author: Jivraj
Date: 2025-04-12T12:09:15. 641Z
Content:
Live Session - TDS - 2025/04/10 20:00 GMT+05:30 - Recording - Google Drive
Access recording through this gdrive link
-------------------

Author: 23f1002223
Date: 2025-04-13T02:26:36. 725Z
Content:
Thank you for the questions sir. -------------------.",https://discourse.onlinedegree.iitm.ac.in/t/end-term-mock-tds-jan-25/172333,forum/content/6,35
f001928e-260c-45a5-919d-f01f55cde618,7c3b1499-edf1-4796-8687-b3266db64374,metadata,"Title: PYQ Haversine
Tags: end-term-exam, previous-quiz",https://discourse.onlinedegree.iitm.ac.in/t/pyq-haversine/172546,forum/metadata,36
dd8086af-bdb5-4f6c-a6b2-fa2b00f6a9aa,7c3b1499-edf1-4796-8687-b3266db64374,content,"Author: Sagan
Date: 2025-04-12T12:32:53. 702Z
Content:
Screenshot (883)
1920×1080 368 KB
Screenshot (884)
1920×1080 134 KB
Screenshot (885)
1920×1080 315 KB
Screenshot (886)
1920×1080 308 KB
This question is in 2024 Dec22: IIT M FN EXAM QDD2
Can anyone tell how to solve this?
-------------------.",https://discourse.onlinedegree.iitm.ac.in/t/pyq-haversine/172546,forum/content/1,37
8b3a5d30-1908-4c26-b272-1892d0bced4d,dce0c77b-8197-45fa-bbba-e73c12a11ff2,metadata,"Title: What to do if peer has not allowed access and the deadline is over for peer review in Project 2
Tags: clarification",https://discourse.onlinedegree.iitm.ac.in/t/what-to-do-if-peer-has-not-allowed-access-and-the-deadline-is-over-for-peer-review-in-project-2/172471,forum/metadata,38
14e1dab8-42a8-402c-802d-a8dcb2f87350,dce0c77b-8197-45fa-bbba-e73c12a11ff2,content,"Author: SohamHaldar
Date: 2025-04-11T18:38:31. 145Z
Content:
I had been accidentally given a duplicate peer and assigned a new peer on 10th April with the evaluation deadline being 11th April 11:59 PM. I had asked for access to the Google Sheet for question 1 however I have not been given any access and the deadline is up. What to do?
-------------------

Author: 21f3000745
Date: 2025-04-11T19:43:56. 820Z
Content:
Yes, same for me the links i got has not been accessed to me. I mailed regarding this. So i filled form for most of the peers. I was waiting for the response but didnt get any. -------------------

Author: carlton
Date: 2025-04-12T03:33:08. 547Z
Content:
@SohamHaldar
@21f3000745
We had sent out an email with an extra non - duplicate peer and extended the deadline by a day to accommodate reviewing the extra peer. Please check your email with the subject. [TDS Jan 25] Bonus peer
-------------------

Author: SohamHaldar
Date: 2025-04-12T08:37:29. 024Z
Content:
Yes sir, but therein lies the problem, this extra peer (atleast for me) did not give me access to his Google Sheets and now the deadline is over and I could not submit a blank Google form. -------------------.",https://discourse.onlinedegree.iitm.ac.in/t/what-to-do-if-peer-has-not-allowed-access-and-the-deadline-is-over-for-peer-review-in-project-2/172471,forum/content/1,39
c34ee1e6-a717-466b-bdfa-85359716a722,5f195892-24a4-4a76-b448-44c4ae3d0202,metadata,"Title: Project 1 : not submitted issue
Tags: diploma-level",https://discourse.onlinedegree.iitm.ac.in/t/project-1-not-submitted-issue/172497,forum/metadata,40
c30d335f-9e6e-48f9-8f5c-f1ada8e122d6,5f195892-24a4-4a76-b448-44c4ae3d0202,content,"Author: 22f3000463
Date: 2025-04-12T04:49:42. 817Z
Content:
@carlton
sir my project 1 marks are showing not submited. But i did indeed submit it with proper procedure. What should i do ? For my marks update. -------------------

Author: carlton
Date: 2025-04-12T05:11:41. 862Z
Content:
Some scores will be pushed to dashboard on or after 14th, they are part of an update score batch. Yours is likely waiting to be pushed. We will give a discrepancy form after endterm. If your score is not showing on dashboard, fill that and operations will have a look. From our side we have a score for you of 55 for Project 1. -------------------.",https://discourse.onlinedegree.iitm.ac.in/t/project-1-not-submitted-issue/172497,forum/content/1,41
a135801d-8aec-4e20-8a19-3fc1e5a19e08,f6e3223d-35c9-4350-af25-463bb8d63dcb,metadata,"Title: Graded assignment 6
Tags: term1-2025, week-6",https://discourse.onlinedegree.iitm.ac.in/t/graded-assignment-6/169283,forum/metadata,42
295d9434-ccb5-4e23-a4f4-8c1551dd66a7,f6e3223d-35c9-4350-af25-463bb8d63dcb,content,"Author: Jivraj
Date: 2025-03-06T13:48:39. 245Z
Content:
Please post any questions related to
Graded Assignment 6 - Data Analysis
Please use markdown code formatting (fenced code blocks) when sharing code (rather than screenshots). It’s easier for us to copy-paste and test. Deadline
2025-03-15T18:30:00Z
-------------------

Author: Jivraj
Date: 2025-03-06T13:49:29. 690Z
Content:

-------------------

Author: 24f2006061
Date: 2025-03-02T11:45:12. 668Z
Content:
The answer choices for questions 1 and 2 in graded assignment 6 are quite confusing. Both questions are single-select, yet three out of the four options are correct in each case. I’m unsure whether to choose one of the correct options or if the question is actually asking for the incorrect one. Could someone please clarify?
@carlton
-------------------

Author: 23f2005138
Date: 2025-03-02T11:57:04. 636Z
Content:
@Jivraj
@Saransh_Saini
I have similar concern
For Q1, I used the following code:
print(f'Pearson correlation for Karnataka between price retention and column')
kk = df[df['State'] == 'Karnataka']
for col in ['Mileage (km/l)', 'Avg Daily Distance (km)', 'Engine Capacity (cc)']:
    pearson_corr = kk['price_retention']. corr(kk[col])
    print(f'\t{col:25} : {pearson_corr:. 2f}')
And got the following output:
Pearson correlation for Karnataka between price retention and column
	Mileage (km/l)            : 0. 03
	Avg Daily Distance (km)   : -0. 06
	Engine Capacity (cc)      : -0. 04
Whereas options are below where none of them are correct. image
281×219 9. 1 KB
Whereas for Q2 (Punjab and Yamaha) I used the following code:
print(f'Pearson correlation for Punjab and Yamaha between price retention and column')
pb = df[(df['State'] == 'Punjab') & (df['Brand'] == 'Yamaha')]
for col in ['Mileage (km/l)', 'Avg Daily Distance (km)', 'Engine Capacity (cc)']:
    pearson_corr = pb['price_retention']. corr(pb[col])
    print(f'\t{col:25} : {pearson_corr:. 2f}')
and got the following answers:
Pearson correlation for Punjab and Yamaha between price retention and column
	Mileage (km/l)            : 0. 24
	Avg Daily Distance (km)   : -0. 06
	Engine Capacity (cc)      : -0. 08
The options for Q2 are given below and 2 of them are correct (AvgDistance and Mileage). image
278×216 9. 19 KB
-------------------

Author: carlton
Date: 2025-03-04T10:11:22. 975Z
Content:
@24f2006061
We are looking into it. We will update based on our analysis. Thanks for letting us know. Kind regards
-------------------

Author: AbhinavOhri
Date: 2025-03-03T18:06:51. 395Z
Content:
I used a python script to get the solution to quesiton 1 of week 6 graded assignment. It matches three options. Is this a bug or like we then need to analyze using the pearson coefficient to determine which option is the correct one
image
1383×263 25 KB
-------------------

Author: 24ds3000090
Date: 2025-03-07T17:12:28. 199Z
Content:
Dear Sirs, Can we have some response on these issues related particularly to the questions 1 and 2 of Graded Assignment 6. It looks like multiple options are correct in the given options. Any guidance or hint, on how to arrive at the right answer will be helpful. Thanks and regards. @carlton
@Jivraj
@Saransh_Saini
-------------------

Author: 23f2003413
Date: 2025-03-08T15:17:03. 743Z
Content:
Yeah…Even I am facing the same issue. Out of the 4 options provided, 3 options are correct in my case both for Q1 & Q2, but both these questions are single-choice questions.",https://discourse.onlinedegree.iitm.ac.in/t/graded-assignment-6/169283,forum/content/1,43
a2b5847b-d61b-461f-8fd5-d5c66ee2f4be,f6e3223d-35c9-4350-af25-463bb8d63dcb,content,"Kindly look into it and help us out
@carlton
!
-------------------

Author: 23ds2000092
Date: 2025-03-10T07:56:14. 493Z
Content:
I guess for both Q1 & Q2, we need to find the option that is having stronger correlation (positive/negative). Please correct me if I am wrong. -------------------

Author: 21f2000709
Date: 2025-03-11T06:42:12. 463Z
Content:
Any updates on these? I am too facing the same issue. @carlton
@Jivraj
@Saransh_Saini
-------------------

Author: Udipth
Date: 2025-03-11T17:42:32. 616Z
Content:
In GA6 for first 2 questions 3 out of 4 options are correct. Even the question is not clearly asking anything. Kindly suggest are we supposed to select the wrong one
image
2083×575 47. 6 KB
-------------------

Author: 23f2003413
Date: 2025-03-12T03:42:05. 053Z
Content:
Kindly update us regarding the status of Q1 & Q2
@carlton
@Jivraj
-------------------

Author: lakshaygarg654
Date: 2025-03-12T11:29:04. 042Z
Content:
@Jivraj
@carlton
@Saransh_Saini
Dear TDS Team,
There are multiple issues in Graded Assignment 6 that require urgent attention:
Questions 1 and 2, along with their options, are ambiguous. In Questions 3 and 4, I am unable to obtain an exact answer that matches any of the given options, despite trying multiple approaches, including the Excel regression method and other models in a Google Colab file. The data for Question 10 is missing. I attempted to run the shapefile in QGIS, but it resulted in an error. Additionally, I searched for the shapefile of New York roads on official websites, but their servers are currently under maintenance. The assignment deadline is approaching, but these issues remain unresolved. Kindly look into this matter at the earliest and provide a resolution as soon as possible. Thank you for your support. -------------------

Author: 21f2000709
Date: 2025-03-12T13:30:00. 912Z
Content:
Yes, there are no specifics in Q1 to Q4 and are quite ambiguous. For instance:
forecast the 2027 resale value of the Hero - HF Deluxe in Gujarat, using historical data. but is this talking about the average resale value as no input features are specified?
-------------------

Author: lakshaygarg654
Date: 2025-03-12T14:11:15. 210Z
Content:
Let’s wait for their response. I submitted nearby option for Q3 and Q4
-------------------

Author: 23f3001745
Date: 2025-03-12T14:36:43. 739Z
Content:
@Jivraj
@carlton
@Saransh_Saini
Can you please provide any update ASAP as the deadline for this GA coincides with Quiz 2. With many ambiguities unresolved it’s hard to solve this and study for Quiz 2 (and do offline college work even though that’s not your problem). Thanks
-------------------

Author: Jivraj
Date: 2025-03-13T09:47:03. 906Z
Content:
Hi
@all
Question intends you to select most correlated one. Select option which is absolute highest. -------------------

Author: Sunil_mv
Date: 2025-03-14T14:30:12. 725Z
Content:
@Jivraj
- Can you please check answer choices for Q7 for GA6 where no choices are matching with the answer. The answer is coming to around 11. 5 kms which is 11500 meters. Q. A wildfire is threatening a rural mountain region, and emergency services need to coordinate evacuation routes for four remote communities. The Emergency Management Center is located at a central command post, and must plan the most efficient evacuation route to ensure rapid and safe community evacuation.",https://discourse.onlinedegree.iitm.ac.in/t/graded-assignment-6/169283,forum/content/2,44
